transaction_id,transaction_date,buyer_id,supplier_id,supplier_name,supplier_tier,supplier_employee_count,supplier_hq_region,supplier_founding_year,category,unit_price,volume,total_dollars_obligated,on_time_delivery_pct,quality_score,is_cost_reduction_era,diversity_certified,relationship_years,buyer_trust_score,disruption_resilience,strategic_alignment
7043,2023-11-11,BYR_000,SUP_LARGE_089,LargeSupplier_089,LARGE,636,Northeast,1991,IT Software,46232.47,40,1849298.8,83.6,4.34,False,True,4.2,8.51,8.46,False
7044,2023-05-26,BYR_009,SUP_LARGE_029,LargeSupplier_029,LARGE,5609,Southwest,1957,Logistics,24539.58,70,1717770.6,90.7,4.66,False,True,13.8,9.42,8.11,False
7045,2024-03-04,BYR_007,SUP_LARGE_050,LargeSupplier_050,LARGE,13225,Pacific,1983,Facilities,26450.47,1,26450.47,79.5,4.47,False,False,9.0,7.58,8.1,False
7046,2022-08-08,BYR_006,SUP_LARGE_105,LargeSupplier_105,LARGE,6359,Southwest,1986,Marketing,68644.47,1,68644.47,90.2,4.48,True,True,5.4,7.67,7.66,True
7047,2024-08-31,BYR_002,SUP_LARGE_078,LargeSupplier_078,LARGE,5794,Southwest,1976,Professional Services,111366.94,1,111366.94,87.4,5.0,False,True,6.1,9.18,6.55,False
7048,2022-07-22,BYR_006,SUP_SMALL_020,SmallSupplier_020,SMALL,133,West,2023,IT Software,39590.91,9,356318.19,69.0,4.18,True,True,2.4,5.44,2.64,False
7049,2022-05-13,BYR_003,SUP_LARGE_043,LargeSupplier_043,LARGE,2817,West,1984,Office Supplies,3927.38,1952,7666245.76,84.8,4.27,True,True,13.1,5.66,5.41,False
7050,2024-03-22,BYR_002,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Facilities,29930.32,1,29930.32,79.2,4.88,False,True,5.0,9.2,7.11,False
7051,2024-02-22,BYR_006,SUP_LARGE_089,LargeSupplier_089,LARGE,636,Northeast,1991,IT Software,43177.81,26,1122623.06,77.8,5.0,False,True,4.2,8.51,8.46,False
7052,2023-09-14,BYR_000,SUP_LARGE_042,LargeSupplier_042,LARGE,2866,Northeast,1980,Professional Services,57226.11,1,57226.11,87.9,4.6,False,False,10.3,8.71,5.57,False
7053,2023-09-28,BYR_007,SUP_LARGE_094,LargeSupplier_094,LARGE,5204,Northeast,1989,Facilities,33755.43,2,67510.86,90.8,4.06,False,False,11.5,8.91,8.44,False
7054,2024-11-18,BYR_007,SUP_SMALL_019,SmallSupplier_019,SMALL,140,Northeast,2000,Professional Services,121206.56,1,121206.56,86.8,4.07,False,True,4.8,5.32,5.74,True
7055,2022-12-17,BYR_007,SUP_SMALL_007,SmallSupplier_007,SMALL,45,West,2004,IT Hardware,40386.26,19,767338.94,70.8,4.42,True,True,4.9,5.21,4.09,False
7056,2024-08-28,BYR_008,SUP_LARGE_047,LargeSupplier_047,LARGE,4983,Northeast,2008,Logistics,14862.81,96,1426829.76,99.0,4.33,False,True,4.6,6.61,5.87,False
7057,2022-11-22,BYR_002,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Office Supplies,2577.32,4560,11752579.2,83.2,4.63,True,True,6.8,8.65,6.97,False
7058,2025-09-20,BYR_000,SUP_LARGE_008,LargeSupplier_008,LARGE,2582,Midwest,1965,Office Supplies,4299.63,1208,5193953.04,84.9,4.3,False,True,4.9,7.5,5.19,False
7059,2023-09-08,BYR_006,SUP_LARGE_035,LargeSupplier_035,LARGE,1990,Midwest,1986,Logistics,11751.3,63,740331.9,83.9,3.79,False,True,9.9,7.36,6.85,False
7060,2024-08-29,BYR_006,SUP_LARGE_103,LargeSupplier_103,LARGE,7641,Southeast,1981,IT Hardware,29906.19,12,358874.28,95.4,4.5,False,False,7.9,7.26,5.07,False
7061,2023-10-06,BYR_001,SUP_LARGE_043,LargeSupplier_043,LARGE,2817,West,1984,Office Supplies,4973.64,2906,14453397.84,90.6,4.93,False,True,13.1,5.66,5.41,False
7062,2025-02-05,BYR_004,SUP_LARGE_086,LargeSupplier_086,LARGE,10859,West,1950,IT Software,55133.41,45,2481003.45,89.3,4.13,False,False,9.8,5.92,8.57,False
7063,2023-07-12,BYR_008,SUP_LARGE_026,LargeSupplier_026,LARGE,1497,Pacific,1978,Professional Services,81318.39,2,162636.78,80.6,4.4,False,True,5.0,6.64,5.19,False
7064,2026-01-17,BYR_001,SUP_LARGE_107,LargeSupplier_107,LARGE,1541,Midwest,1995,IT Software,68626.24,21,1441151.04,70.3,4.64,False,True,10.6,6.84,5.6,True
7065,2023-12-31,BYR_005,SUP_LARGE_033,LargeSupplier_033,LARGE,8871,West,1965,Logistics,15336.42,39,598120.38,79.5,4.26,False,False,13.3,6.03,7.26,False
7066,2022-01-21,BYR_003,SUP_LARGE_075,LargeSupplier_075,LARGE,2654,Northeast,1967,Office Supplies,3381.63,1583,5353120.29,89.5,4.4,True,False,6.9,6.47,6.66,False
7067,2026-01-18,BYR_007,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Facilities,34744.95,1,34744.95,79.9,4.57,False,True,6.8,8.65,6.97,False
7068,2022-09-01,BYR_005,SUP_LARGE_058,LargeSupplier_058,LARGE,1437,Midwest,1964,Logistics,11071.58,65,719652.7,90.1,4.84,True,True,9.4,5.92,6.29,True
7069,2020-12-26,BYR_009,SUP_LARGE_025,LargeSupplier_025,LARGE,972,Northeast,2008,IT Hardware,37893.65,24,909447.6,70.6,5.0,True,True,12.0,8.77,4.97,False
7070,2026-02-17,BYR_000,SUP_LARGE_088,LargeSupplier_088,LARGE,8708,Midwest,1976,Office Supplies,3716.13,1886,7008621.18,79.1,4.7,False,False,5.4,7.01,6.27,False
7071,2025-04-10,BYR_006,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Logistics,19709.39,69,1359947.91,79.3,5.0,False,True,6.8,8.65,6.97,False
7072,2024-11-20,BYR_004,SUP_LARGE_093,LargeSupplier_093,LARGE,5170,West,1983,IT Hardware,45684.54,23,1050744.42,90.3,4.35,False,True,5.5,9.27,5.04,True
7073,2025-05-19,BYR_000,SUP_SMALL_025,SmallSupplier_025,SMALL,107,Southwest,2017,Office Supplies,3439.59,920,3164422.8,73.5,4.19,False,True,2.7,5.55,4.05,False
7074,2023-05-17,BYR_000,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Office Supplies,2227.2,2938,6543513.6,91.4,4.65,False,True,6.8,8.65,6.97,False
7075,2022-09-02,BYR_002,SUP_LARGE_091,LargeSupplier_091,LARGE,3550,Pacific,1985,IT Hardware,37718.91,6,226313.46,91.6,3.89,True,True,14.8,9.31,4.82,False
7076,2025-08-28,BYR_008,SUP_LARGE_078,LargeSupplier_078,LARGE,5794,Southwest,1976,Marketing,55313.63,3,165940.89,96.6,4.6,False,False,6.1,9.18,6.55,False
7077,2023-01-17,BYR_004,SUP_LARGE_038,LargeSupplier_038,LARGE,1737,Midwest,1984,Legal Services,69188.8,1,69188.8,85.3,5.0,False,True,7.5,9.45,7.73,True
7078,2025-05-03,BYR_009,SUP_LARGE_071,LargeSupplier_071,LARGE,5161,Midwest,1979,Facilities,35743.01,1,35743.01,83.1,5.0,False,False,8.7,9.48,7.54,False
7079,2021-08-07,BYR_008,SUP_LARGE_008,LargeSupplier_008,LARGE,2582,Midwest,1965,IT Software,67565.18,53,3580954.54,93.7,4.3,True,True,4.9,7.5,5.19,False
7080,2023-02-03,BYR_001,SUP_LARGE_011,LargeSupplier_011,LARGE,3885,Midwest,1974,IT Hardware,52004.64,12,624055.68,74.8,4.98,False,False,10.5,7.84,7.42,False
7081,2023-01-19,BYR_006,SUP_LARGE_106,LargeSupplier_106,LARGE,9329,Southeast,1998,IT Hardware,31839.1,10,318391.0,87.6,5.0,False,False,11.2,5.59,6.3,False
7082,2025-04-26,BYR_004,SUP_LARGE_083,LargeSupplier_083,LARGE,3770,Midwest,1970,HR Services,38065.75,1,38065.75,85.6,4.89,False,False,7.8,8.21,7.77,False
7083,2021-08-19,BYR_000,SUP_LARGE_102,LargeSupplier_102,LARGE,2772,Southeast,1975,Logistics,26284.26,71,1866182.46,85.5,3.94,True,True,14.4,6.97,7.82,False
7084,2022-05-11,BYR_007,SUP_LARGE_065,LargeSupplier_065,LARGE,4637,Northeast,1973,Facilities,20078.53,1,20078.53,72.1,3.9,True,False,7.8,9.08,7.52,False
7085,2024-12-12,BYR_000,SUP_LARGE_087,LargeSupplier_087,LARGE,2690,Southeast,2008,IT Software,67613.02,54,3651103.08,78.1,4.8,False,True,11.6,9.05,6.28,False
7086,2024-10-02,BYR_002,SUP_LARGE_079,LargeSupplier_079,LARGE,6474,Northeast,1988,Office Supplies,2453.74,1289,3162870.86,96.7,5.0,False,False,8.0,6.77,4.85,False
7087,2021-06-14,BYR_006,SUP_LARGE_084,LargeSupplier_084,LARGE,2732,Northeast,1985,Logistics,15605.91,67,1045595.97,94.0,4.42,True,False,12.6,7.58,6.34,False
7088,2021-03-25,BYR_005,SUP_LARGE_028,LargeSupplier_028,LARGE,23953,Southeast,2004,HR Services,36694.68,1,36694.68,75.1,4.83,True,False,3.6,6.99,6.86,False
7089,2022-10-06,BYR_000,SUP_LARGE_043,LargeSupplier_043,LARGE,2817,West,1984,Office Supplies,4625.12,2243,10374144.16,86.9,3.47,True,True,13.1,5.66,5.41,False
7090,2024-08-05,BYR_003,SUP_LARGE_100,LargeSupplier_100,LARGE,8365,Northeast,1982,Logistics,19867.89,52,1033130.28,95.7,4.45,False,False,10.6,7.07,8.65,False
7091,2022-08-08,BYR_004,SUP_LARGE_063,LargeSupplier_063,LARGE,2069,Pacific,1973,Marketing,54093.39,1,54093.39,91.8,4.79,True,True,12.9,5.65,6.18,False
7092,2024-12-20,BYR_000,SUP_LARGE_031,LargeSupplier_031,LARGE,4891,Southeast,2006,Raw Materials,14666.94,909,13332248.46,91.1,4.06,False,True,7.4,6.81,6.21,False
7093,2021-09-13,BYR_008,SUP_LARGE_088,LargeSupplier_088,LARGE,8708,Midwest,1976,IT Hardware,43018.89,13,559245.57,91.8,4.86,True,False,5.4,7.01,6.27,False
7094,2024-09-25,BYR_002,SUP_LARGE_018,LargeSupplier_018,LARGE,9854,West,1988,HR Services,57003.46,1,57003.46,94.5,4.81,False,True,6.1,9.25,5.58,False
7095,2025-07-22,BYR_003,SUP_LARGE_077,LargeSupplier_077,LARGE,7527,Midwest,1959,Professional Services,88463.51,4,353854.04,96.3,4.52,False,False,5.9,7.78,7.16,False
7096,2021-10-25,BYR_005,SUP_LARGE_058,LargeSupplier_058,LARGE,1437,Midwest,1964,Office Supplies,4224.82,1550,6548471.0,87.2,4.6,True,True,9.4,5.92,6.29,True
7097,2025-09-17,BYR_008,SUP_LARGE_009,LargeSupplier_009,LARGE,3388,Northeast,1958,IT Software,64922.77,36,2337219.72,84.9,5.0,False,False,4.4,9.35,8.59,False
7098,2024-05-21,BYR_009,SUP_LARGE_017,LargeSupplier_017,LARGE,1152,West,1984,Office Supplies,3206.16,1731,5549862.96,90.3,4.98,False,True,13.7,9.07,6.83,False
7099,2023-02-23,BYR_008,SUP_LARGE_093,LargeSupplier_093,LARGE,5170,West,1983,Raw Materials,20203.47,359,7253045.73,81.1,4.95,False,True,5.5,9.27,5.04,True
7100,2025-03-19,BYR_004,SUP_LARGE_053,LargeSupplier_053,LARGE,2200,West,1988,Office Supplies,4733.94,3559,16848092.46,83.5,5.0,False,True,7.7,8.06,4.55,False
7101,2023-12-28,BYR_004,SUP_LARGE_010,LargeSupplier_010,LARGE,7071,Northeast,1968,Logistics,12808.02,44,563552.88,85.1,5.0,False,False,4.2,9.11,6.55,False
7102,2022-01-03,BYR_002,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Logistics,23963.23,49,1174198.27,83.8,5.0,True,True,6.8,8.65,6.97,False
7103,2022-07-02,BYR_001,SUP_SMALL_010,SmallSupplier_010,SMALL,107,Southeast,2006,IT Software,46991.52,13,610889.76,79.7,4.18,True,True,2.1,5.2,2.88,False
7104,2021-10-14,BYR_008,SUP_LARGE_003,LargeSupplier_003,LARGE,1750,Northeast,1990,HR Services,25863.15,1,25863.15,79.6,4.69,True,False,4.6,7.4,5.52,False
7105,2024-10-27,BYR_007,SUP_LARGE_060,LargeSupplier_060,LARGE,983,Midwest,2000,Facilities,40637.3,1,40637.3,97.0,4.23,False,True,12.1,9.11,7.74,True
7106,2025-06-04,BYR_003,SUP_SMALL_028,SmallSupplier_028,SMALL,67,West,2007,HR Services,47486.78,1,47486.78,72.5,3.45,False,True,4.6,5.92,5.0,False
7107,2025-01-31,BYR_002,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,Raw Materials,11931.13,1064,12694722.32,77.6,4.9,False,True,5.6,6.33,7.88,False
7108,2024-05-29,BYR_000,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Logistics,15136.74,112,1695314.88,99.0,4.24,False,True,6.8,8.65,6.97,False
7109,2022-07-15,BYR_005,SUP_LARGE_080,LargeSupplier_080,LARGE,16541,Southeast,2006,IT Hardware,40125.14,12,481501.68,87.8,4.63,True,False,13.7,7.88,5.07,False
7110,2025-08-04,BYR_007,SUP_LARGE_041,LargeSupplier_041,LARGE,7216,Northeast,1985,Legal Services,140365.79,1,140365.79,91.6,4.8,False,False,5.9,6.07,8.0,False
7111,2025-09-24,BYR_007,SUP_LARGE_086,LargeSupplier_086,LARGE,10859,West,1950,Logistics,25821.56,43,1110327.08,94.8,4.72,False,False,9.8,5.92,8.57,False
7112,2022-03-23,BYR_002,SUP_LARGE_011,LargeSupplier_011,LARGE,3885,Midwest,1974,Professional Services,113674.68,1,113674.68,87.0,5.0,True,True,10.5,7.84,7.42,False
7113,2026-03-19,BYR_000,SUP_SMALL_025,SmallSupplier_025,SMALL,107,Southwest,2017,Office Supplies,3444.07,3245,11176007.15,75.3,4.59,False,True,2.7,5.55,4.05,False
7114,2025-09-08,BYR_001,SUP_LARGE_059,LargeSupplier_059,LARGE,7083,Pacific,1979,Raw Materials,14757.64,699,10315590.36,80.9,3.85,False,True,8.4,6.73,7.19,False
7115,2023-11-10,BYR_003,SUP_LARGE_111,LargeSupplier_111,LARGE,4534,West,1979,Logistics,26170.96,53,1387060.88,96.0,4.98,False,True,6.2,9.04,7.49,False
7116,2024-12-06,BYR_004,SUP_SMALL_027,SmallSupplier_027,SMALL,29,Southeast,2019,Professional Services,71285.39,1,71285.39,83.5,3.85,False,True,2.8,7.71,6.41,False
7117,2024-10-01,BYR_001,SUP_LARGE_017,LargeSupplier_017,LARGE,1152,West,1984,Marketing,41231.04,1,41231.04,88.6,4.95,False,True,13.7,9.07,6.83,False
7118,2023-01-19,BYR_004,SUP_LARGE_112,LargeSupplier_112,LARGE,3668,Midwest,1993,Legal Services,113393.31,1,113393.31,94.9,4.93,False,True,14.9,9.5,6.82,False
7119,2023-08-20,BYR_001,SUP_LARGE_114,LargeSupplier_114,LARGE,1290,Northeast,1978,Logistics,17172.24,30,515167.2,79.4,4.04,False,True,13.5,5.88,5.19,False
7120,2023-03-08,BYR_001,SUP_LARGE_111,LargeSupplier_111,LARGE,4534,West,1979,Facilities,26384.37,1,26384.37,93.2,4.57,False,True,6.2,9.04,7.49,False
7121,2022-12-26,BYR_004,SUP_LARGE_063,LargeSupplier_063,LARGE,2069,Pacific,1973,Professional Services,62843.4,1,62843.4,93.9,4.21,True,True,12.9,5.65,6.18,False
7122,2024-08-27,BYR_001,SUP_LARGE_095,LargeSupplier_095,LARGE,2734,Southwest,1969,HR Services,45310.69,1,45310.69,95.2,4.88,False,True,12.3,7.57,6.71,False
7123,2022-04-17,BYR_002,SUP_LARGE_040,LargeSupplier_040,LARGE,4668,Pacific,1962,Professional Services,56175.8,1,56175.8,95.5,4.69,True,True,13.6,6.64,8.27,False
7124,2022-09-10,BYR_005,SUP_LARGE_062,LargeSupplier_062,LARGE,1149,Midwest,1976,HR Services,34648.08,2,69296.16,92.3,4.3,True,True,14.8,7.36,8.9,False
7125,2025-05-24,BYR_002,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,IT Hardware,44950.32,26,1168708.32,90.3,4.35,False,True,5.6,6.33,7.88,False
7126,2025-08-02,BYR_000,SUP_LARGE_031,LargeSupplier_031,LARGE,4891,Southeast,2006,HR Services,42941.03,3,128823.09,77.1,4.3,False,False,7.4,6.81,6.21,False
7127,2024-12-24,BYR_009,SUP_LARGE_054,LargeSupplier_054,LARGE,15772,Southwest,1968,Legal Services,114049.66,1,114049.66,97.0,4.07,False,False,14.9,6.07,6.52,False
7128,2023-01-27,BYR_004,SUP_LARGE_039,LargeSupplier_039,LARGE,600,West,2004,Raw Materials,9715.15,524,5090738.6,93.3,4.99,False,True,3.1,7.32,8.21,False
7129,2022-01-18,BYR_000,SUP_LARGE_006,LargeSupplier_006,LARGE,6905,Northeast,1993,Legal Services,72738.76,3,218216.28,92.7,4.33,True,False,8.2,6.36,6.34,False
7130,2025-03-18,BYR_006,SUP_LARGE_113,LargeSupplier_113,LARGE,6327,West,1990,Office Supplies,3714.06,2821,10477363.26,82.3,5.0,False,True,7.2,8.65,8.24,False
7131,2025-01-25,BYR_005,SUP_LARGE_048,LargeSupplier_048,LARGE,870,Southeast,1952,Office Supplies,3036.8,2210,6711328.0,83.0,3.48,False,False,3.4,7.17,6.63,False
7132,2025-01-25,BYR_004,SUP_LARGE_017,LargeSupplier_017,LARGE,1152,West,1984,Marketing,52628.41,1,52628.41,91.0,5.0,False,True,13.7,9.07,6.83,False
7133,2025-10-29,BYR_003,SUP_LARGE_016,LargeSupplier_016,LARGE,1738,Southeast,1993,Marketing,61395.64,2,122791.28,84.0,4.09,False,True,14.4,6.66,6.82,False
7134,2024-09-24,BYR_000,SUP_LARGE_015,LargeSupplier_015,LARGE,3468,West,2006,Facilities,36258.86,1,36258.86,87.0,4.87,False,True,4.3,9.16,5.54,False
7135,2023-06-07,BYR_009,SUP_LARGE_084,LargeSupplier_084,LARGE,2732,Northeast,1985,Logistics,14565.83,48,699159.84,92.2,4.36,False,False,12.6,7.58,6.34,False
7136,2023-10-19,BYR_005,SUP_SMALL_012,SmallSupplier_012,SMALL,226,Midwest,2017,IT Software,75548.63,42,3173042.46,80.9,4.69,False,True,4.7,6.11,2.52,False
7137,2021-11-28,BYR_009,SUP_SMALL_006,SmallSupplier_006,SMALL,115,Northeast,2013,IT Software,41219.09,23,948039.07,64.0,4.18,True,True,2.3,4.96,6.29,False
7138,2023-09-09,BYR_009,SUP_LARGE_039,LargeSupplier_039,LARGE,600,West,2004,Legal Services,97835.06,1,97835.06,97.0,5.0,False,True,3.1,7.32,8.21,False
7139,2025-05-29,BYR_007,SUP_LARGE_114,LargeSupplier_114,LARGE,1290,Northeast,1978,Professional Services,73270.17,1,73270.17,83.9,3.95,False,False,13.5,5.88,5.19,False
7140,2023-08-19,BYR_009,SUP_LARGE_003,LargeSupplier_003,LARGE,1750,Northeast,1990,HR Services,32722.47,3,98167.41,86.2,4.79,False,True,4.6,7.4,5.52,False
7141,2021-10-19,BYR_006,SUP_LARGE_021,LargeSupplier_021,LARGE,1103,Northeast,1982,Raw Materials,11371.81,441,5014968.21,83.1,5.0,True,False,14.1,7.09,5.85,False
7142,2022-05-07,BYR_005,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Logistics,16226.51,53,860005.03,73.0,4.44,True,True,6.8,8.65,6.97,False
7143,2022-05-23,BYR_009,SUP_LARGE_104,LargeSupplier_104,LARGE,7191,Southeast,1987,Legal Services,77892.22,1,77892.22,97.6,4.64,True,False,5.4,8.61,8.37,False
7144,2024-12-22,BYR_006,SUP_LARGE_068,LargeSupplier_068,LARGE,19207,Southeast,1979,HR Services,38056.99,1,38056.99,92.6,4.35,False,False,3.8,6.31,4.58,False
7145,2025-01-06,BYR_003,SUP_LARGE_072,LargeSupplier_072,LARGE,14024,Pacific,1975,Professional Services,116184.99,1,116184.99,87.8,4.54,False,False,9.2,7.23,4.66,True
7146,2024-07-30,BYR_001,SUP_LARGE_059,LargeSupplier_059,LARGE,7083,Pacific,1979,IT Hardware,60746.17,14,850446.38,85.9,4.05,False,True,8.4,6.73,7.19,False
7147,2024-07-17,BYR_008,SUP_LARGE_083,LargeSupplier_083,LARGE,3770,Midwest,1970,HR Services,32742.11,2,65484.22,84.6,3.74,False,False,7.8,8.21,7.77,False
7148,2026-01-10,BYR_004,SUP_LARGE_100,LargeSupplier_100,LARGE,8365,Northeast,1982,Marketing,76178.47,1,76178.47,78.1,4.07,False,False,10.6,7.07,8.65,False
7149,2023-11-16,BYR_008,SUP_LARGE_086,LargeSupplier_086,LARGE,10859,West,1950,Professional Services,72256.53,1,72256.53,87.2,5.0,False,False,9.8,5.92,8.57,False
7150,2021-04-27,BYR_005,SUP_LARGE_029,LargeSupplier_029,LARGE,5609,Southwest,1957,Legal Services,97369.52,1,97369.52,83.5,5.0,True,True,13.8,9.42,8.11,False
7151,2023-03-26,BYR_008,SUP_LARGE_064,LargeSupplier_064,LARGE,5440,West,1970,Facilities,25732.33,2,51464.66,89.4,3.97,False,True,12.6,5.7,5.56,False
7152,2024-07-25,BYR_009,SUP_LARGE_002,LargeSupplier_002,LARGE,10941,West,1979,Facilities,27659.68,1,27659.68,85.6,4.47,False,False,5.3,7.37,4.7,False
7153,2023-08-15,BYR_009,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,Professional Services,71893.43,1,71893.43,96.3,4.5,False,True,5.6,6.33,7.88,False
7154,2024-07-16,BYR_001,SUP_LARGE_030,LargeSupplier_030,LARGE,2902,Southwest,1984,Facilities,25782.26,1,25782.26,99.0,4.09,False,True,8.6,7.04,7.38,False
7155,2025-09-14,BYR_005,SUP_LARGE_090,LargeSupplier_090,LARGE,2150,Northeast,1981,IT Hardware,53921.62,10,539216.2,82.8,4.95,False,False,8.8,9.34,7.44,False
7156,2021-10-20,BYR_000,SUP_SMALL_005,SmallSupplier_005,SMALL,18,Southeast,2003,Legal Services,52055.95,1,52055.95,79.1,4.35,True,True,3.3,4.05,5.83,False
7157,2021-07-07,BYR_009,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Office Supplies,3916.01,1171,4585647.71,73.9,4.61,True,True,6.8,8.65,6.97,False
7158,2025-01-07,BYR_007,SUP_SMALL_016,SmallSupplier_016,SMALL,141,Pacific,2008,IT Hardware,42614.71,11,468761.81,73.5,3.35,False,True,3.2,5.41,3.98,False
7159,2023-09-28,BYR_006,SUP_LARGE_060,LargeSupplier_060,LARGE,983,Midwest,2000,Legal Services,102153.15,1,102153.15,95.9,4.41,False,True,12.1,9.11,7.74,True
7160,2021-10-31,BYR_005,SUP_LARGE_019,LargeSupplier_019,LARGE,2578,Southwest,2002,IT Hardware,33735.26,22,742175.72,92.3,4.47,True,True,5.4,6.74,8.0,True
7161,2023-06-16,BYR_002,SUP_LARGE_064,LargeSupplier_064,LARGE,5440,West,1970,HR Services,39413.71,1,39413.71,91.9,4.76,False,True,12.6,5.7,5.56,False
7162,2021-07-30,BYR_009,SUP_LARGE_010,LargeSupplier_010,LARGE,7071,Northeast,1968,Logistics,16589.3,55,912411.5,89.7,4.91,True,False,4.2,9.11,6.55,False
7163,2024-11-21,BYR_001,SUP_LARGE_058,LargeSupplier_058,LARGE,1437,Midwest,1964,IT Hardware,60390.27,16,966244.32,75.1,4.76,False,True,9.4,5.92,6.29,True
7164,2023-01-08,BYR_004,SUP_LARGE_044,LargeSupplier_044,LARGE,2132,Northeast,1961,Legal Services,111897.1,1,111897.1,79.0,4.82,False,False,6.2,8.34,8.91,False
7165,2023-04-26,BYR_005,SUP_LARGE_002,LargeSupplier_002,LARGE,10941,West,1979,Office Supplies,2968.93,2896,8598021.28,99.0,4.79,False,False,5.3,7.37,4.7,False
7166,2025-09-10,BYR_007,SUP_SMALL_008,SmallSupplier_008,SMALL,126,Southeast,2013,Facilities,28943.49,1,28943.49,91.5,3.79,False,True,4.4,6.15,3.93,False
7167,2024-04-06,BYR_003,SUP_LARGE_047,LargeSupplier_047,LARGE,4983,Northeast,2008,Office Supplies,2827.28,2194,6203052.32,87.7,4.86,False,True,4.6,6.61,5.87,False
7168,2023-06-23,BYR_001,SUP_SMALL_001,SmallSupplier_001,SMALL,40,Southwest,2014,Logistics,22099.49,83,1834257.67,73.8,3.09,False,True,0.8,3.5,3.17,True
7169,2025-05-10,BYR_008,SUP_LARGE_104,LargeSupplier_104,LARGE,7191,Southeast,1987,Legal Services,86620.54,1,86620.54,88.6,5.0,False,False,5.4,8.61,8.37,False
7170,2026-02-13,BYR_005,SUP_LARGE_086,LargeSupplier_086,LARGE,10859,West,1950,IT Software,41399.98,53,2194198.94,98.1,4.89,False,False,9.8,5.92,8.57,False
7171,2022-08-12,BYR_000,SUP_LARGE_016,LargeSupplier_016,LARGE,1738,Southeast,1993,Marketing,40812.83,1,40812.83,89.6,4.33,True,False,14.4,6.66,6.82,False
7172,2025-08-03,BYR_006,SUP_LARGE_056,LargeSupplier_056,LARGE,10229,Northeast,1950,Logistics,16994.71,71,1206624.41,83.9,4.91,False,False,5.9,8.87,7.37,False
7173,2022-06-24,BYR_005,SUP_LARGE_010,LargeSupplier_010,LARGE,7071,Northeast,1968,IT Software,59003.47,56,3304194.32,93.8,4.56,True,False,4.2,9.11,6.55,False
7174,2023-02-03,BYR_001,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Office Supplies,2793.21,1815,5069676.15,86.9,4.91,False,False,6.8,8.65,6.97,False
7175,2021-09-11,BYR_009,SUP_LARGE_026,LargeSupplier_026,LARGE,1497,Pacific,1978,Professional Services,89409.21,1,89409.21,85.2,4.75,True,True,5.0,6.64,5.19,False
7176,2024-05-06,BYR_002,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,Logistics,14728.28,36,530218.08,87.5,4.46,False,True,8.3,6.41,7.0,False
7177,2024-01-20,BYR_003,SUP_LARGE_007,LargeSupplier_007,LARGE,5695,Midwest,1983,IT Hardware,38229.87,27,1032206.49,79.8,4.75,False,True,9.7,8.64,7.49,False
7178,2024-03-17,BYR_008,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,Raw Materials,11433.48,701,8014869.48,80.9,4.79,False,True,5.6,6.33,7.88,False
7179,2023-11-06,BYR_005,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,IT Software,55379.7,30,1661391.0,84.7,4.89,False,True,5.6,6.33,7.88,False
7180,2022-02-03,BYR_008,SUP_LARGE_055,LargeSupplier_055,LARGE,4593,Northeast,2003,Raw Materials,10435.1,579,6041922.9,99.0,5.0,True,True,5.2,9.13,4.7,False
7181,2025-08-21,BYR_002,SUP_LARGE_073,LargeSupplier_073,LARGE,1597,Southeast,1979,IT Hardware,55209.47,15,828142.05,88.6,4.05,False,True,3.6,5.95,6.23,False
7182,2022-09-03,BYR_002,SUP_LARGE_082,LargeSupplier_082,LARGE,1860,Northeast,1964,Legal Services,101653.11,1,101653.11,73.4,4.28,True,False,11.0,8.84,4.58,False
7183,2024-02-06,BYR_005,SUP_LARGE_094,LargeSupplier_094,LARGE,5204,Northeast,1989,Raw Materials,12752.79,341,4348701.39,91.2,5.0,False,True,11.5,8.91,8.44,False
7184,2025-10-06,BYR_001,SUP_LARGE_024,LargeSupplier_024,LARGE,3145,Southwest,1967,Logistics,12306.09,42,516855.78,76.4,5.0,False,True,10.2,7.15,6.18,False
7185,2023-11-25,BYR_002,SUP_LARGE_055,LargeSupplier_055,LARGE,4593,Northeast,2003,Raw Materials,14028.51,230,3226557.3,80.8,4.71,False,False,5.2,9.13,4.7,False
